,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.031354885548353195,0.031347088515758514,0.03133372217416763,0.031360924243927,0.03134019300341606,0.031341735273599625,0.0313626192510128,0.031346797943115234,0.031359586864709854,0.03135683760046959,0.03138304129242897,0.031348519027233124,0.03138449788093567,0.031377874314785004,0.03137405961751938,0.03136026859283447,0.03139330446720123,0.03138416260480881,0.03136078268289566,0.031356364488601685,0.031362179666757584,0.03134695440530777,0.031351782381534576,0.03134840726852417,0.03137262165546417,0.03135819733142853,0.03137233480811119,0.03137217462062836,0.0313936211168766,0.03136424347758293,0.031370069831609726,0.031362492591142654
1,0.03144022077322006,0.03142406791448593,0.03141438961029053,0.03145044296979904,0.03141118586063385,0.0314394049346447,0.031448740512132645,0.031427014619112015,0.031448669731616974,0.03142332658171654,0.03147360682487488,0.031432732939720154,0.03147101774811745,0.03146066516637802,0.03145493566989899,0.03144799545407295,0.03147248551249504,0.03146666660904884,0.031437043100595474,0.031454794108867645,0.03143377974629402,0.031412914395332336,0.03143427148461342,0.031421080231666565,0.03146402910351753,0.031447216868400574,0.03146164491772652,0.03146373853087425,0.031489625573158264,0.03144198656082153,0.03145806863903999,0.03143911063671112
2,0.03152840957045555,0.03152008727192879,0.03149600699543953,0.03154774382710457,0.03149045631289482,0.03153606876730919,0.03152940422296524,0.031522784382104874,0.031521283090114594,0.03150058910250664,0.03155900910496712,0.03151995316147804,0.03155427798628807,0.03153147175908089,0.031527627259492874,0.03153457120060921,0.031541574746370316,0.03155500814318657,0.03150489926338196,0.031542494893074036,0.03150951489806175,0.03148643672466278,0.03150009363889694,0.03149225935339928,0.0315384604036808,0.031529590487480164,0.03153355419635773,0.03154879808425903,0.03157803416252136,0.03153841197490692,0.03153233975172043,0.031516410410404205
3,0.03174498304724693,0.031706552952528,0.03171409294009209,0.03175259381532669,0.03167241811752319,0.0317094624042511,0.03172516077756882,0.031736209988594055,0.031712841242551804,0.03172306343913078,0.03173453360795975,0.031728729605674744,0.031739406287670135,0.03171144425868988,0.031721081584692,0.031716398894786835,0.0317242294549942,0.03174365311861038,0.031688619405031204,0.03174303472042084,0.031692586839199066,0.03166555240750313,0.031703051179647446,0.03167346492409706,0.03172711655497551,0.03174864500761032,0.03172774612903595,0.03176862746477127,0.03176789730787277,0.031756989657878876,0.03172265365719795,0.03172584995627403
4,0.031841833144426346,0.031810540705919266,0.03182452544569969,0.03186821565032005,0.03176959604024887,0.03182802349328995,0.03183137625455856,0.031859446316957474,0.03182950243353844,0.03182819485664368,0.03184492513537407,0.0318538174033165,0.03185916692018509,0.03181396797299385,0.03184306621551514,0.03181811422109604,0.031845659017562866,0.03186211362481117,0.03180491924285889,0.031864505261182785,0.031809184700250626,0.031783267855644226,0.031820882111787796,0.031779028475284576,0.03185201436281204,0.03186666592955589,0.03183718025684357,0.031893208622932434,0.031883642077445984,0.03188282996416092,0.03182268887758255,0.03184005245566368
5,0.03199091926217079,0.031941886991262436,0.03195982053875923,0.031996630132198334,0.03191042318940163,0.031954601407051086,0.03198936954140663,0.032019782811403275,0.03199707344174385,0.03195720165967941,0.03199959173798561,0.03201500326395035,0.032017726451158524,0.03196064755320549,0.031998660415410995,0.031943611800670624,0.03201154246926308,0.032003019005060196,0.031938500702381134,0.032002028077840805,0.03195583447813988,0.031907837837934494,0.03197484463453293,0.03192796930670738,0.031993281096220016,0.03201707452535629,0.03198909014463425,0.03204191476106644,0.03203572705388069,0.032038189470767975,0.03197463974356651,0.031998418271541595
6,0.03204301744699478,0.03200243040919304,0.03202248364686966,0.03206755593419075,0.031964875757694244,0.032011646777391434,0.0320681594312191,0.03208758682012558,0.03205953538417816,0.03201046958565712,0.0320575088262558,0.032072167843580246,0.032081130892038345,0.03202815353870392,0.03206465765833855,0.031999897211790085,0.032074328511953354,0.032066408544778824,0.03199954330921173,0.03206699341535568,0.03201286122202873,0.03195888549089432,0.032033972442150116,0.03199354186654091,0.03204682841897011,0.032081279903650284,0.032052747905254364,0.03211088851094246,0.03209656849503517,0.032096244394779205,0.03204144909977913,0.032071877270936966
7,0.03213634341955185,0.03210695460438728,0.03214610740542412,0.03218695893883705,0.03206741809844971,0.032117683440446854,0.03218520060181618,0.03220416605472565,0.032170385122299194,0.03212166950106621,0.032191596925258636,0.032187867909669876,0.03218980133533478,0.03214532136917114,0.03218110650777817,0.0321081168949604,0.032196152955293655,0.032175689935684204,0.03210879862308502,0.03218098357319832,0.032133378088474274,0.03207346796989441,0.03214674070477486,0.03210482746362686,0.03216502442955971,0.03219885006546974,0.03217429667711258,0.03223080933094025,0.03222578391432762,0.03220541775226593,0.03214877471327782,0.03220074623823166
8,0.03226596117019653,0.032245706766843796,0.03227399289608002,0.03231033682823181,0.03218163177371025,0.03225378692150116,0.03232032433152199,0.03233630210161209,0.032307375222444534,0.032261114567518234,0.0323437862098217,0.03232550248503685,0.032328952103853226,0.03227955102920532,0.03230198845267296,0.03226112201809883,0.032341159880161285,0.03232089802622795,0.032257746905088425,0.0323241651058197,0.032270971685647964,0.03220720589160919,0.03229336068034172,0.032226596027612686,0.03229876235127449,0.03235933184623718,0.03231049329042435,0.032354991883039474,0.03236467391252518,0.03234853595495224,0.03229460120201111,0.0323491096496582
9,0.03233441710472107,0.032303739339113235,0.03236505761742592,0.03238465636968613,0.03228127583861351,0.032323867082595825,0.03240377828478813,0.032409243285655975,0.032379116863012314,0.032332003116607666,0.032437004148960114,0.03240150585770607,0.03241220861673355,0.03234977275133133,0.03236309811472893,0.032333798706531525,0.032403215765953064,0.03239437937736511,0.032332487404346466,0.03240637108683586,0.03233955800533295,0.03229188174009323,0.03235688805580139,0.03229281306266785,0.032383114099502563,0.03243112936615944,0.03239092975854874,0.03242546692490578,0.03244839236140251,0.032412633299827576,0.03236772119998932,0.03242993727326393
10,0.03244342654943466,0.03240490332245827,0.03246068209409714,0.03250190243124962,0.03236977756023407,0.03241434693336487,0.032520756125450134,0.03253360465168953,0.03247958421707153,0.032423678785562515,0.03253740444779396,0.03249526023864746,0.03251594305038452,0.032455239444971085,0.03246594965457916,0.03241545706987381,0.032518308609724045,0.032498568296432495,0.03241942822933197,0.0325096994638443,0.03243426978588104,0.03236778825521469,0.03245977312326431,0.032402947545051575,0.03249085322022438,0.03253248706459999,0.03249774128198624,0.03252018988132477,0.0325561985373497,0.03252710774540901,0.03248392045497894,0.032521460205316544
11,0.03253886476159096,0.03248956799507141,0.03254343196749687,0.03260555490851402,0.03244369849562645,0.03249894082546234,0.03260968625545502,0.03262484073638916,0.032562918961048126,0.032502904534339905,0.032615870237350464,0.03258846700191498,0.032603081315755844,0.03255663439631462,0.0325496569275856,0.032495222985744476,0.03261469304561615,0.03257082775235176,0.03250737115740776,0.032591063529253006,0.03251636028289795,0.03245624899864197,0.03254298120737076,0.03247961774468422,0.03258642926812172,0.03262155130505562,0.032580647617578506,0.0326131246984005,0.03264550119638443,0.03261646255850792,0.032577019184827805,0.03261762857437134
12,0.032623834908008575,0.032564543187618256,0.03262433409690857,0.03268500044941902,0.032518357038497925,0.0325588621199131,0.03269435092806816,0.0327063612639904,0.032645486295223236,0.032593145966529846,0.03269023448228836,0.032686349004507065,0.03268750384449959,0.03263453394174576,0.03264029324054718,0.03255975618958473,0.03268514201045036,0.032665424048900604,0.032580312341451645,0.03267509862780571,0.0325857512652874,0.032528217881917953,0.03261599317193031,0.03255603089928627,0.03264714404940605,0.032678548246622086,0.03263555467128754,0.03269212320446968,0.032714929431676865,0.03269015625119209,0.03265068307518959,0.032695598900318146
