Time (sec),Center,V
4.566,ca,6.593073026550758e-05
4.566,cb,0.0004369279516661067
4.5675,ca,6.505435893894259e-05
4.5675,cb,0.0004369279516661067
4.569,ca,6.487171751213557e-05
4.569,cb,0.0004369279516661067
4.5705,ca,6.619048994983796e-05
4.5705,cb,0.0004369279516661067
4.572,ca,6.79273716163742e-05
4.572,cb,0.0004369279516661067
4.5735,ca,7.549722804031134e-05
4.5735,cb,0.0004369279516661067
4.575,ca,8.231009882185477e-05
4.575,cb,0.0004369279516661067
4.5765,ca,8.061913565328915e-05
4.5765,cb,0.0004369279516661067
4.578,ca,7.85085974705994e-05
4.578,cb,0.0004369279516661067
4.5795,ca,8.14350969604781e-05
4.5795,cb,0.0004369279516661067
4.581,ca,8.840324647625172e-05
4.581,cb,0.0004369279516661067
4.5825000000000005,ca,9.467458104044798e-05
4.5825000000000005,cb,0.0004369279516661067
4.5840000000000005,ca,9.185230978765519e-05
4.5840000000000005,cb,0.0004369279516661067
4.585500000000001,ca,8.91256677263407e-05
4.585500000000001,cb,0.0004369279516661067
4.587000000000001,ca,8.604272429073255e-05
4.587000000000001,cb,0.0004369279516661067
4.5885,ca,8.326676056198039e-05
4.5885,cb,0.0004369279516661067
4.59,ca,8.250744921193883e-05
4.59,cb,0.0004369279516661067
4.5915,ca,8.087401538785187e-05
4.5915,cb,0.0004369279516661067
4.593,ca,7.903589942352031e-05
4.593,cb,0.0004369279516661067
4.5945,ca,7.767595425346447e-05
4.5945,cb,0.0004369279516661067
4.596,ca,7.578538489019058e-05
4.596,cb,0.0004369279516661067
4.5975,ca,7.339843560712561e-05
4.5975,cb,0.0004369279516661067
4.599,ca,7.156987961563754e-05
4.599,cb,0.0004369279516661067
4.6005,ca,7.189356427841396e-05
4.6005,cb,0.0004369279516661067
4.602,ca,7.218488047491274e-05
4.602,cb,0.0004369279516661067
4.6035,ca,7.156298128726189e-05
4.6035,cb,0.0004369279516661067
4.605,ca,7.057429575635495e-05
4.605,cb,0.0004369279516661067
4.6065000000000005,ca,6.917706771396706e-05
4.6065000000000005,cb,0.0004369279516661067
4.6080000000000005,ca,6.839353968834529e-05
4.6080000000000005,cb,0.0004369279516661067
4.609500000000001,ca,6.723016896678454e-05
4.609500000000001,cb,0.0004369279516661067
4.611000000000001,ca,6.817509491876382e-05
4.611000000000001,cb,0.0004369279516661067
4.6125,ca,6.941971937543439e-05
4.6125,cb,0.0004369279516661067
4.614,ca,7.05398813864379e-05
4.614,cb,0.0004369279516661067
4.6155,ca,7.122366375368146e-05
4.6155,cb,0.0004369279516661067
4.617,ca,7.223966781165015e-05
4.617,cb,0.0004369279516661067
4.6185,ca,7.375329388119946e-05
4.6185,cb,0.0004369279516661067
4.62,ca,7.485928074430295e-05
4.62,cb,0.0004369279516661067
4.6215,ca,7.496277587329959e-05
4.6215,cb,0.0004369279516661067
4.623,ca,7.313518326633402e-05
4.623,cb,0.0004369279516661067
4.6245,ca,7.188283716827592e-05
4.6245,cb,0.0004369279516661067
4.626,ca,7.140273314440664e-05
4.626,cb,0.0004369279516661067
4.6275,ca,7.016271485537192e-05
4.6275,cb,0.0004369279516661067
4.6290000000000004,ca,6.916744036675457e-05
4.6290000000000004,cb,0.0004369279516661067
4.6305000000000005,ca,7.034125876971469e-05
4.6305000000000005,cb,0.0004369279516661067
4.632000000000001,ca,6.968910500017166e-05
4.632000000000001,cb,0.0004369279516661067
4.633500000000001,ca,7.090904037628975e-05
4.633500000000001,cb,0.0004369279516661067
4.635,ca,7.200698221479603e-05
4.635,cb,0.0004369279516661067
4.6365,ca,6.991825781072629e-05
4.6365,cb,0.0004369279516661067
4.638,ca,6.812693217082656e-05
4.638,cb,0.0004369279516661067
4.6395,ca,6.64726837101697e-05
4.6395,cb,0.0004369279516661067
4.641,ca,6.545074844876716e-05
4.641,cb,0.0004369279516661067
4.6425,ca,6.453100671350488e-05
4.6425,cb,0.0004369279516661067
4.644,ca,6.270049126178797e-05
4.644,cb,0.0004369279516661067
4.6455,ca,6.077626378346813e-05
4.6455,cb,0.0004369279516661067
4.647,ca,5.8659474900147204e-05
4.647,cb,0.0004369279516661067
4.6485,ca,5.6373452124237975e-05
4.6485,cb,0.0004369279516661067
4.65,ca,5.527313189282979e-05
4.65,cb,0.0004369279516661067
4.6515,ca,5.4517707538973015e-05
4.6515,cb,0.0004369279516661067
4.6530000000000005,ca,5.512410949811783e-05
4.6530000000000005,cb,0.0004369279516661067
4.6545000000000005,ca,5.566987126134817e-05
4.6545000000000005,cb,0.0004369279516661067
4.656000000000001,ca,5.536182314878893e-05
4.656000000000001,cb,0.0004369279516661067
4.657500000000001,ca,5.5084579847485616e-05
4.657500000000001,cb,0.0004369279516661067
4.659,ca,5.4855398626738303e-05
4.659,cb,0.0004369279516661067
4.6605,ca,5.519376194690825e-05
4.6605,cb,0.0004369279516661067
4.662,ca,5.6051649660826894e-05
4.662,cb,0.0004369279516661067
4.6635,ca,5.672619942052978e-05
4.6635,cb,0.0004369279516661067
4.665,ca,5.613105580234887e-05
4.665,cb,0.0004369279516661067
4.6665,ca,5.431904759643327e-05
4.6665,cb,0.0004369279516661067
4.668,ca,5.201315442045923e-05
4.668,cb,0.0004369279516661067
4.6695,ca,5.3765824556603014e-05
4.6695,cb,0.0004369279516661067
4.671,ca,5.624725617281804e-05
4.671,cb,0.0004369279516661067
4.6725,ca,5.7163786384847764e-05
4.6725,cb,0.0004369279516661067
4.674,ca,5.745623262686903e-05
4.674,cb,0.0004369279516661067
4.6755,ca,5.623305587033186e-05
4.6755,cb,0.0004369279516661067
4.6770000000000005,ca,5.524641237226797e-05
4.6770000000000005,cb,0.0004369279516661067
4.6785000000000005,ca,5.566859212697281e-05
4.6785000000000005,cb,0.0004369279516661067
4.680000000000001,ca,5.662264647417427e-05
4.680000000000001,cb,0.0004369279516661067
4.681500000000001,ca,5.748129538665558e-05
4.681500000000001,cb,0.0004369279516661067
4.683,ca,5.765034501635658e-05
4.683,cb,0.0004369279516661067
4.6845,ca,5.828400296805144e-05
4.6845,cb,0.0004369279516661067
4.686,ca,5.789768744436844e-05
4.686,cb,0.0004369279516661067
4.6875,ca,5.7859839496213826e-05
4.6875,cb,0.0004369279516661067
4.689,ca,5.891239637932236e-05
4.689,cb,0.0004369279516661067
4.6905,ca,5.985969757412004e-05
4.6905,cb,0.0004369279516661067
4.692,ca,5.943257177790354e-05
4.692,cb,0.0004369279516661067
4.6935,ca,5.930523223925852e-05
4.6935,cb,0.0004369279516661067
4.695,ca,5.9190626654478004e-05
4.695,cb,0.0004369279516661067
4.6965,ca,5.889109976899923e-05
4.6965,cb,0.0004369279516661067
4.698,ca,5.8576564020317866e-05
4.698,cb,0.0004369279516661067
4.6995000000000005,ca,5.7675070923178645e-05
4.6995000000000005,cb,0.0004369279516661067
4.7010000000000005,ca,5.89576622108078e-05
4.7010000000000005,cb,0.0004369279516661067
4.702500000000001,ca,6.011199436967404e-05
4.702500000000001,cb,0.0004369279516661067
4.704000000000001,ca,6.174496419399163e-05
4.704000000000001,cb,0.0004369279516661067
4.7055,ca,6.26684714219625e-05
4.7055,cb,0.0004369279516661067
4.707,ca,6.160195490767729e-05
4.707,cb,0.0004369279516661067
4.7085,ca,6.131417093685957e-05
4.7085,cb,0.0004369279516661067
4.71,ca,6.109091579799233e-05
4.71,cb,0.0004369279516661067
4.7115,ca,6.133436230792184e-05
4.7115,cb,0.0004369279516661067
4.713,ca,6.27273055470811e-05
4.713,cb,0.0004369279516661067
4.7145,ca,6.398095446232442e-05
4.7145,cb,0.0004369279516661067
4.716,ca,6.329270565143334e-05
4.716,cb,0.0004369279516661067
4.7175,ca,6.237418151160915e-05
4.7175,cb,0.0004369279516661067
4.719,ca,6.332963939705022e-05
4.719,cb,0.0004369279516661067
4.7205,ca,6.418955149394718e-05
4.7205,cb,0.0004369279516661067
4.722,ca,6.315531214281075e-05
4.722,cb,0.0004369279516661067
4.7235000000000005,ca,6.256349929094856e-05
4.7235000000000005,cb,0.0004369279516661067
4.7250000000000005,ca,6.132329550250523e-05
4.7250000000000005,cb,0.0004369279516661067
4.726500000000001,ca,6.075614782409861e-05
4.726500000000001,cb,0.0004369279516661067
4.728000000000001,ca,6.083848922504595e-05
4.728000000000001,cb,0.0004369279516661067
4.7295,ca,6.0780664434732234e-05
4.7295,cb,0.0004369279516661067
4.731,ca,6.181011248819071e-05
4.731,cb,0.0004369279516661067
4.7325,ca,6.273661573630334e-05
4.7325,cb,0.0004369279516661067
4.734,ca,6.297812095140185e-05
4.734,cb,0.0004369279516661067
4.7355,ca,6.319547564499051e-05
4.7355,cb,0.0004369279516661067
4.737,ca,6.156156277712095e-05
4.737,cb,0.0004369279516661067
4.7385,ca,6.051804594962421e-05
4.7385,cb,0.0004369279516661067
4.74,ca,6.0080711345624936e-05
4.74,cb,0.0004369279516661067
4.7415,ca,5.9752045110848664e-05
4.7415,cb,0.0004369279516661067
4.743,ca,5.98444548454523e-05
4.743,cb,0.0004369279516661067
4.7445,ca,6.066361017719447e-05
4.7445,cb,0.0004369279516661067
4.746,ca,6.139350556037034e-05
4.746,cb,0.0004369279516661067
4.7475000000000005,ca,5.9040935922111645e-05
4.7475000000000005,cb,0.0004369279516661067
4.7490000000000006,ca,5.647359024664312e-05
4.7490000000000006,cb,0.0004369279516661067
4.750500000000001,ca,5.71976817657249e-05
4.750500000000001,cb,0.0004369279516661067
4.752000000000001,ca,5.78493641328985e-05
4.752000000000001,cb,0.0004369279516661067
4.7535,ca,5.749978376898433e-05
4.7535,cb,0.0004369279516661067
4.755,ca,5.718516144146158e-05
4.755,cb,0.0004369279516661067
4.7565,ca,5.602893222173333e-05
4.7565,cb,0.0004369279516661067
4.758,ca,5.454341973764622e-05
4.758,cb,0.0004369279516661067
4.7595,ca,5.362461160351402e-05
4.7595,cb,0.0004369279516661067
4.761,ca,5.3166133087771115e-05
4.761,cb,0.0004369279516661067
4.7625,ca,5.283067157140043e-05
4.7625,cb,0.0004369279516661067
4.764,ca,5.278251155896947e-05
4.764,cb,0.0004369279516661067
4.7655,ca,5.27615114094648e-05
4.7655,cb,0.0004369279516661067
4.767,ca,5.1391001268724475e-05
4.767,cb,0.0004369279516661067
4.7685,ca,5.0719526423058465e-05
4.7685,cb,0.0004369279516661067
4.7700000000000005,ca,5.011519906195906e-05
4.7700000000000005,cb,0.0004369279516661067
4.7715000000000005,ca,5.027056670375325e-05
4.7715000000000005,cb,0.0004369279516661067
4.773000000000001,ca,5.168880655738202e-05
4.773000000000001,cb,0.0004369279516661067
4.774500000000001,ca,5.329588601674504e-05
4.774500000000001,cb,0.0004369279516661067
4.776,ca,5.434261852240411e-05
4.776,cb,0.0004369279516661067
4.7775,ca,5.3311650352810544e-05
4.7775,cb,0.0004369279516661067
4.779,ca,5.3874665635265724e-05
4.779,cb,0.0004369279516661067
4.7805,ca,5.438137938947538e-05
4.7805,cb,0.0004369279516661067
4.782,ca,5.3858539867253764e-05
4.782,cb,0.0004369279516661067
4.7835,ca,5.339952803054738e-05
4.7835,cb,0.0004369279516661067
4.785,ca,5.3421938782844406e-05
4.785,cb,0.0004369279516661067
4.7865,ca,5.4290830538163434e-05
4.7865,cb,0.0004369279516661067
4.788,ca,5.507283311795056e-05
4.788,cb,0.0004369279516661067
4.7895,ca,5.589030745713995e-05
4.7895,cb,0.0004369279516661067
4.791,ca,5.72617871159134e-05
4.791,cb,0.0004369279516661067
4.7925,ca,5.842258102301964e-05
4.7925,cb,0.0004369279516661067
4.7940000000000005,ca,5.8441197427458095e-05
4.7940000000000005,cb,0.0004369279516661067
4.7955000000000005,ca,5.812935607386466e-05
4.7955000000000005,cb,0.0004369279516661067
4.797000000000001,ca,5.8606763754182315e-05
4.797000000000001,cb,0.0004369279516661067
4.798500000000001,ca,5.961227117211677e-05
4.798500000000001,cb,0.0004369279516661067
4.8,ca,6.0517227848257775e-05
4.8,cb,0.0004369279516661067
4.8015,ca,6.255124941214532e-05
4.8015,cb,0.0004369279516661067
4.803,ca,6.438186881964411e-05
4.803,cb,0.0004369279516661067
4.8045,ca,6.465015769031926e-05
4.8045,cb,0.0004369279516661067
4.806,ca,6.433837674358807e-05
4.806,cb,0.0004369279516661067
4.8075,ca,6.403045475506554e-05
4.8075,cb,0.0004369279516661067
4.809,ca,6.317832589707389e-05
4.809,cb,0.0004369279516661067
4.8105,ca,6.295657676017739e-05
4.8105,cb,0.0004369279516661067
4.812,ca,6.219508854940144e-05
4.812,cb,0.0004369279516661067
4.8135,ca,6.245472587907772e-05
4.8135,cb,0.0004369279516661067
4.815,ca,6.268839947578637e-05
4.815,cb,0.0004369279516661067
4.8165000000000004,ca,6.268592879060604e-05
4.8165000000000004,cb,0.0004369279516661067
4.8180000000000005,ca,6.268237235912844e-05
4.8180000000000005,cb,0.0004369279516661067
4.819500000000001,ca,6.211811890483043e-05
4.819500000000001,cb,0.0004369279516661067
4.821000000000001,ca,6.335343744982724e-05
4.821000000000001,cb,0.0004369279516661067
4.822500000000001,ca,6.446522414032438e-05
4.822500000000001,cb,0.0004369279516661067
4.824,ca,6.329442966619816e-05
4.824,cb,0.0004369279516661067
4.8255,ca,6.16166927839739e-05
4.8255,cb,0.0004369279516661067
4.827,ca,6.030760087538604e-05
4.827,cb,0.0004369279516661067
4.8285,ca,5.912941815765696e-05
4.8285,cb,0.0004369279516661067
4.83,ca,5.845407435360713e-05
4.83,cb,0.0004369279516661067
4.8315,ca,5.8605546889433674e-05
4.8315,cb,0.0004369279516661067
4.833,ca,5.91596995444024e-05
4.833,cb,0.0004369279516661067
4.8345,ca,5.986861386160672e-05
4.8345,cb,0.0004369279516661067
4.836,ca,5.9175614651399997e-05
4.836,cb,0.0004369279516661067
4.8375,ca,5.6997517280840324e-05
4.8375,cb,0.0004369279516661067
4.839,ca,5.680016067443216e-05
4.839,cb,0.0004369279516661067
4.8405000000000005,ca,5.662253972866481e-05
4.8405000000000005,cb,0.0004369279516661067
4.8420000000000005,ca,5.7545977438303024e-05
4.8420000000000005,cb,0.0004369279516661067
4.843500000000001,ca,5.8377071376977415e-05
4.843500000000001,cb,0.0004369279516661067
4.845000000000001,ca,5.789941534491431e-05
4.845000000000001,cb,0.0004369279516661067
4.8465,ca,5.7351589972628985e-05
4.8465,cb,0.0004369279516661067
4.848,ca,5.716279409122794e-05
4.848,cb,0.0004369279516661067
4.8495,ca,5.72052262645459e-05
4.8495,cb,0.0004369279516661067
4.851,ca,5.712433184491685e-05
4.851,cb,0.0004369279516661067
4.8525,ca,5.714130651703402e-05
4.8525,cb,0.0004369279516661067
4.854,ca,5.742448409426499e-05
4.854,cb,0.0004369279516661067
4.8555,ca,5.750360702376497e-05
4.8555,cb,0.0004369279516661067
4.857,ca,5.734709533696903e-05
4.857,cb,0.0004369279516661067
4.8585,ca,5.906539171144148e-05
4.8585,cb,0.0004369279516661067
4.86,ca,5.983453430294528e-05
4.86,cb,0.0004369279516661067
4.8615,ca,6.0341590879784084e-05
4.8615,cb,0.0004369279516661067
4.863,ca,6.204307834808563e-05
4.863,cb,0.0004369279516661067
4.8645000000000005,ca,6.299190459065109e-05
4.8645000000000005,cb,0.0004369279516661067
4.8660000000000005,ca,6.356891790421599e-05
4.8660000000000005,cb,0.0004369279516661067
4.867500000000001,ca,6.299465655697455e-05
4.867500000000001,cb,0.0004369279516661067
4.869000000000001,ca,6.174640946458531e-05
4.869000000000001,cb,0.0004369279516661067
4.8705,ca,6.132211957471758e-05
4.8705,cb,0.0004369279516661067
4.872,ca,6.0796754327459605e-05
4.872,cb,0.0004369279516661067
4.8735,ca,6.242867074336163e-05
4.8735,cb,0.0004369279516661067
4.875,ca,6.389739551767345e-05
4.875,cb,0.0004369279516661067
4.8765,ca,6.293896188348108e-05
4.8765,cb,0.0004369279516661067
4.878,ca,6.18883998537562e-05
4.878,cb,0.0004369279516661067
4.8795,ca,6.197417647322365e-05
4.8795,cb,0.0004369279516661067
4.881,ca,6.278621049043103e-05
4.881,cb,0.0004369279516661067
4.8825,ca,6.351704110591767e-05
4.8825,cb,0.0004369279516661067
4.884,ca,6.271898738646722e-05
4.884,cb,0.0004369279516661067
4.8855,ca,6.12394349706979e-05
4.8855,cb,0.0004369279516661067
4.8870000000000005,ca,6.0265684061201015e-05
4.8870000000000005,cb,0.0004369279516661067
4.8885000000000005,ca,6.024824557643496e-05
4.8885000000000005,cb,0.0004369279516661067
4.890000000000001,ca,6.189500132053207e-05
4.890000000000001,cb,0.0004369279516661067
4.891500000000001,ca,6.337708149021945e-05
4.891500000000001,cb,0.0004369279516661067
4.893,ca,6.317258841658923e-05
4.893,cb,0.0004369279516661067
4.8945,ca,6.296360650742206e-05
4.8945,cb,0.0004369279516661067
4.896,ca,6.129016527300033e-05
4.896,cb,0.0004369279516661067
4.8975,ca,6.090467425212869e-05
4.8975,cb,0.0004369279516661067
4.899,ca,6.18418440019026e-05
4.899,cb,0.0004369279516661067
4.9005,ca,6.32995062653704e-05
4.9005,cb,0.0004369279516661067
4.902,ca,6.481230725706486e-05
4.902,cb,0.0004369279516661067
4.9035,ca,6.46501772035341e-05
4.9035,cb,0.0004369279516661067
4.905,ca,6.412421142384684e-05
4.905,cb,0.0004369279516661067
4.9065,ca,6.431545692785762e-05
4.9065,cb,0.0004369279516661067
4.908,ca,6.396924413600336e-05
4.908,cb,0.0004369279516661067
4.9095,ca,6.396838868991749e-05
4.9095,cb,0.0004369279516661067
4.9110000000000005,ca,6.405025511363455e-05
4.9110000000000005,cb,0.0004369279516661067
4.9125000000000005,ca,6.404343797374985e-05
4.9125000000000005,cb,0.0004369279516661067
4.914000000000001,ca,6.213034565399515e-05
4.914000000000001,cb,0.0004369279516661067
4.915500000000001,ca,6.05549586237761e-05
4.915500000000001,cb,0.0004369279516661067
4.917,ca,5.8628335091068915e-05
4.917,cb,0.0004369279516661067
4.9185,ca,5.7514526390399726e-05
4.9185,cb,0.0004369279516661067
4.92,ca,5.802963663802589e-05
4.92,cb,0.0004369279516661067
4.9215,ca,5.855753740009549e-05
4.9215,cb,0.0004369279516661067
4.923,ca,5.8620013089202713e-05
4.923,cb,0.0004369279516661067
4.9245,ca,5.861360630764431e-05
4.9245,cb,0.0004369279516661067
4.926,ca,5.782822990996945e-05
4.926,cb,0.0004369279516661067
4.9275,ca,5.643215241388214e-05
4.9275,cb,0.0004369279516661067
4.929,ca,5.555833267484339e-05
4.929,cb,0.0004369279516661067
4.9305,ca,5.5126531761111375e-05
4.9305,cb,0.0004369279516661067
4.932,ca,5.516195041200171e-05
4.932,cb,0.0004369279516661067
4.9335,ca,5.54941469558578e-05
4.9335,cb,0.0004369279516661067
4.9350000000000005,ca,5.5407760808339356e-05
4.9350000000000005,cb,0.0004369279516661067
4.9365000000000006,ca,5.479999421014699e-05
4.9365000000000006,cb,0.0004369279516661067
4.938000000000001,ca,5.451827274165872e-05
4.938000000000001,cb,0.0004369279516661067
4.939500000000001,ca,5.4478997580177795e-05
4.939500000000001,cb,0.0004369279516661067
4.941,ca,5.46956019961901e-05
4.941,cb,0.0004369279516661067
4.9425,ca,5.518201877225656e-05
4.9425,cb,0.0004369279516661067
4.944,ca,5.5102264851275726e-05
4.944,cb,0.0004369279516661067
4.9455,ca,5.503048632239298e-05
4.9455,cb,0.0004369279516661067
4.947,ca,5.353372839226433e-05
4.947,cb,0.0004369279516661067
4.9485,ca,5.216699247955484e-05
4.9485,cb,0.0004369279516661067
4.95,ca,5.3318082564876194e-05
4.95,cb,0.0004369279516661067
4.9515,ca,5.435406364166541e-05
4.9515,cb,0.0004369279516661067
4.953,ca,5.5091459091338585e-05
4.953,cb,0.0004369279516661067
4.9545,ca,5.5614812857295484e-05
4.9545,cb,0.0004369279516661067
4.956,ca,5.615809759666028e-05
4.956,cb,0.0004369279516661067
4.9575000000000005,ca,5.670270120290017e-05
4.9575000000000005,cb,0.0004369279516661067
4.9590000000000005,ca,5.647028797544974e-05
4.9590000000000005,cb,0.0004369279516661067
4.960500000000001,ca,5.6705788161185724e-05
4.960500000000001,cb,0.0004369279516661067
4.962000000000001,ca,5.7460662918022656e-05
4.962000000000001,cb,0.0004369279516661067
4.9635,ca,5.8468617937270096e-05
4.9635,cb,0.0004369279516661067
4.965,ca,6.0311759278399105e-05
4.965,cb,0.0004369279516661067
4.9665,ca,6.197058648541521e-05
4.9665,cb,0.0004369279516661067
4.968,ca,6.228947847903711e-05
4.968,cb,0.0004369279516661067
4.9695,ca,6.34004876641522e-05
4.9695,cb,0.0004369279516661067
4.971,ca,6.390368203584996e-05
4.971,cb,0.0004369279516661067
4.9725,ca,6.23342510612881e-05
4.9725,cb,0.0004369279516661067
4.974,ca,6.194168906697894e-05
4.974,cb,0.0004369279516661067
4.9755,ca,6.158838327210071e-05
4.9755,cb,0.0004369279516661067
4.977,ca,6.0828739254477784e-05
4.977,cb,0.0004369279516661067
4.9785,ca,6.0125346645590465e-05
4.9785,cb,0.0004369279516661067
4.98,ca,6.003864280296716e-05
4.98,cb,0.0004369279516661067
4.9815000000000005,ca,6.203365773685698e-05
4.9815000000000005,cb,0.0004369279516661067
4.9830000000000005,ca,6.395081158523406e-05
4.9830000000000005,cb,0.0004369279516661067
4.984500000000001,ca,6.448930558453779e-05
4.984500000000001,cb,0.0004369279516661067
4.986000000000001,ca,6.383448519723155e-05
4.986000000000001,cb,0.0004369279516661067
4.9875,ca,6.223326752160357e-05
4.9875,cb,0.0004369279516661067
4.989,ca,6.192744013357861e-05
4.989,cb,0.0004369279516661067
4.9905,ca,6.221484170042238e-05
4.9905,cb,0.0004369279516661067
4.992,ca,6.37883077899165e-05
4.992,cb,0.0004369279516661067
4.9935,ca,6.591619668066025e-05
4.9935,cb,0.0004369279516661067
4.995,ca,6.60833828045875e-05
4.995,cb,0.0004369279516661067
4.9965,ca,6.547610267523863e-05
4.9965,cb,0.0004369279516661067
4.998,ca,6.470481242255117e-05
4.998,cb,0.0004369279516661067
4.9995,ca,6.526449989893368e-05
4.9995,cb,0.0004369279516661067
5.001,ca,6.652827059008994e-05
5.001,cb,0.0004369279516661067
5.0025,ca,6.728380747821744e-05
5.0025,cb,0.0004369279516661067
5.0040000000000004,ca,6.690065584387076e-05
5.0040000000000004,cb,0.0004369279516661067
5.0055000000000005,ca,6.655581937295875e-05
5.0055000000000005,cb,0.0004369279516661067
5.007000000000001,ca,6.635819939798901e-05
5.007000000000001,cb,0.0004369279516661067
5.008500000000001,ca,6.566604327690791e-05
5.008500000000001,cb,0.0004369279516661067
5.010000000000001,ca,6.499910837607942e-05
5.010000000000001,cb,0.0004369279516661067
5.0115,ca,6.468576900386641e-05
5.0115,cb,0.0004369279516661067
5.013,ca,6.427522359846578e-05
5.013,cb,0.0004369279516661067
5.0145,ca,6.226890786794691e-05
5.0145,cb,0.0004369279516661067
5.016,ca,6.022458953747358e-05
5.016,cb,0.0004369279516661067
5.0175,ca,5.8670266450056774e-05
5.0175,cb,0.0004369279516661067
5.019,ca,5.834162968383853e-05
5.019,cb,0.0004369279516661067
5.0205,ca,5.8079110694932506e-05
5.0205,cb,0.0004369279516661067
5.022,ca,5.7620266478652764e-05
5.022,cb,0.0004369279516661067
5.0235,ca,6.0374294549616273e-05
5.0235,cb,0.0004369279516661067
5.025,ca,6.286577313202642e-05
5.025,cb,0.0004369279516661067
5.0265,ca,6.46480000237527e-05
5.0265,cb,0.0004369279516661067
5.0280000000000005,ca,6.661790935375277e-05
5.0280000000000005,cb,0.0004369279516661067
5.0295000000000005,ca,6.819568551368288e-05
5.0295000000000005,cb,0.0004369279516661067
5.031000000000001,ca,6.773169401452112e-05
5.031000000000001,cb,0.0004369279516661067
5.032500000000001,ca,6.858189994374653e-05
5.032500000000001,cb,0.0004369279516661067
5.034,ca,6.95781912932328e-05
5.034,cb,0.0004369279516661067
5.0355,ca,7.029360331453273e-05
5.0355,cb,0.0004369279516661067
5.037,ca,7.018777015976171e-05
5.037,cb,0.0004369279516661067
5.0385,ca,7.002955343682251e-05
5.0385,cb,0.0004369279516661067
5.04,ca,6.988715838617722e-05
5.04,cb,0.0004369279516661067
5.0415,ca,7.092998304660984e-05
5.0415,cb,0.0004369279516661067
5.043,ca,7.129443673478568e-05
5.043,cb,0.0004369279516661067
5.0445,ca,7.115500649929059e-05
5.0445,cb,0.0004369279516661067
5.046,ca,7.123080162948101e-05
5.046,cb,0.0004369279516661067
5.0475,ca,7.067963048830208e-05
5.0475,cb,0.0004369279516661067
5.049,ca,6.940590508080829e-05
5.049,cb,0.0004369279516661067
5.0505,ca,7.003996068421418e-05
5.0505,cb,0.0004369279516661067
5.0520000000000005,ca,7.250603002904053e-05
5.0520000000000005,cb,0.0004369279516661067
5.0535000000000005,ca,7.748120557860024e-05
5.0535000000000005,cb,0.0004369279516661067
5.055000000000001,ca,8.75875773557606e-05
5.055000000000001,cb,0.0004369279516661067
5.056500000000001,ca,8.75875773557606e-05
5.056500000000001,cb,0.00044469801705898876
5.058,ca,8.75875773557606e-05
5.058,cb,0.0004516910759125826
5.0595,ca,9.68858460727448e-05
5.0595,cb,0.0004516910759125826
5.061,ca,9.353301112226914e-05
5.061,cb,0.0004516910759125826
5.0625,ca,9.087101058856847e-05
5.0625,cb,0.0004516910759125826
5.064,ca,9.06562051041681e-05
5.064,cb,0.0004516910759125826
5.0655,ca,9.046288016820778e-05
5.0655,cb,0.0004516910759125826
5.067,ca,8.759739104567433e-05
5.067,cb,0.0004516910759125826
5.0685,ca,8.411516690969192e-05
5.0685,cb,0.0004516910759125826
5.07,ca,8.141466277755566e-05
5.07,cb,0.0004516910759125826
5.0715,ca,7.966533065925787e-05
5.0715,cb,0.0004516910759125826
5.073,ca,7.809093175278985e-05
5.073,cb,0.0004516910759125826
5.0745000000000005,ca,7.673055081705846e-05
5.0745000000000005,cb,0.0004516910759125826
5.0760000000000005,ca,7.550620797490022e-05
5.0760000000000005,cb,0.0004516910759125826
5.077500000000001,ca,7.297755967240486e-05
5.077500000000001,cb,0.0004516910759125826
5.079000000000001,ca,7.063530904937645e-05
5.079000000000001,cb,0.0004516910759125826
5.080500000000001,ca,6.88575813921107e-05
5.080500000000001,cb,0.0004516910759125826
5.082,ca,6.83193188751492e-05
5.082,cb,0.0004516910759125826
5.0835,ca,6.783488260988383e-05
5.0835,cb,0.0004516910759125826
5.085,ca,6.635632966052312e-05
5.085,cb,0.0004516910759125826
5.0865,ca,6.498532201051685e-05
5.0865,cb,0.0004516910759125826
5.088,ca,6.301900920418991e-05
5.088,cb,0.0004516910759125826
5.0895,ca,6.313284239126473e-05
5.0895,cb,0.0004516910759125826
5.091,ca,6.323529225963205e-05
5.091,cb,0.0004516910759125826
5.0925,ca,6.260443688778086e-05
5.0925,cb,0.0004516910759125826
5.094,ca,6.309987217668999e-05
5.094,cb,0.0004516910759125826
5.0955,ca,6.354576393670819e-05
5.0955,cb,0.0004516910759125826
5.097,ca,6.185604059892757e-05
5.097,cb,0.0004516910759125826
5.0985000000000005,ca,6.0445245673721677e-05
5.0985000000000005,cb,0.0004516910759125826
5.1000000000000005,ca,6.06983874636366e-05
5.1000000000000005,cb,0.0004516910759125826
5.101500000000001,ca,6.130295032072353e-05
5.101500000000001,cb,0.0004516910759125826
5.103000000000001,ca,6.184705689210175e-05
5.103000000000001,cb,0.0004516910759125826
5.1045,ca,6.086465182186992e-05
5.1045,cb,0.0004516910759125826
5.106,ca,6.0494814877213016e-05
5.106,cb,0.0004516910759125826
5.1075,ca,5.939923601325979e-05
5.1075,cb,0.0004516910759125826
5.109,ca,5.749417590347436e-05
5.109,cb,0.0004516910759125826
5.1105,ca,5.7756678305215355e-05
5.1105,cb,0.0004516910759125826
5.112,ca,5.882677182643355e-05
5.112,cb,0.0004516910759125826
5.1135,ca,6.029450784112418e-05
